,Name,Price,Rating,Review,URL
138,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),649,4.0,850,https://www.amazon.com/Half-Moon-Resistant-Backpack-Compartment/dp/B09T2MRRG3/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1658673190&smid=A1UVZJ9N7FK5G6&sprefix=ba%2Caps%2C283&sr=8-143
139,Storite Stylish PU Leather Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women(30cmx5.5cmx24cm) (Coffee Brown),799,4.0,589,https://www.amazon.com/Storite-Leather-Sling-Bag-30x24x5-5cm/dp/B091CL7VRZ/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1658673190&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-144
140,"Bennett™ Mystic 15.6 inch(39cm) Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Charcoal Black)",499,4.1,"2,526",https://www.amazon.com/gp/bestsellers/computers/1375466031/ref=sr_bs_16_1375466031_1
141,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),"1,199",4.3,595,https://www.amazon.com/BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1658673190&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-146
142,Modfrill Casual Crossbody Synthetic Leather Men Sling Bag,499,4.1,962,https://www.amazon.com/MODFRILL-Mens-Sling-Bag-Brown/dp/B08NG4FMYK/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1658673190&sprefix=ba%2Caps%2C283&sr=8-147
143,Puma 24 Ltrs Limoges Laptop Backpack (7471402),719,3.9,250,https://www.amazon.com/Puma-Limoges-Laptop-Backpack-7471402/dp/B072QF243M/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1658673190&sprefix=ba%2Caps%2C283&sr=8-148
144,ZIPLOC Polyester Adjustable Strap Baby Diaper Nappy Changing |Mother Handbag |Maternity Backpack,"1,199",4.5,"1,151",https://www.amazon.com/IFFOVERSEAS-ZIPLOC-Polyester-Adjustable-Diaper/dp/B08LVXRN82/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-147
145,SAFARI 15 Ltrs Cherry Red Casual/School/College Backpack (DAYPACKNEO15CBCRE),275,4.1,"4,273",https://www.amazon.com/SAFARI-Cherry-Casual-Backpack-DAYPACKNEO15CBCRE/dp/B07NSBSV2Y/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-148
146,"BALIXO Laptop Backpack 15.6 Inch, Water-Repellent, Lightweight Design, Sleek for Travel, Business Casual or College, for Men or Women",399,3.6,25,https://www.amazon.com/BALIXO-Casual-Backpack-Water-Repellent-Lightweight/dp/B09T6P8B5J/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-149
147,Right Choice Laptop backpack multicolor unisex bag,499,3.2,75,https://www.amazon.com/Choice-Laptop-backpack-multicolor-unisex/dp/B09QMNCWMN/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-150
148,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Navy Blue),"1,499",4.1,"3,214",https://www.amazon.com/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-151
149,HeartInk® BTS Bangtan Boys KPOP Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - HIKBTSBGSET17,"1,399",4.1,196,https://www.amazon.com/HeartInk%C2%AE-Bangtan-Laptop-Casual-Backpack/dp/B096KQWGQ4/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-152
150,Good Friends Stylish College Bags boy & Girl Waterproof Backpack (Black),399,3.8,576,https://www.amazon.com/Friends-Stylish-College-Waterproof-Backpack/dp/B08GJXGDK8/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-153
151,Nelle Harper Women's Shoulder bag,499,4.0,"1,806",https://www.amazon.com/gp/bestsellers/shoes/1983352031/ref=sr_bs_9_1983352031_1
152,"Mount Track Rucksack, Hiking & Trekking backpack 70 Ltrs Navy Blue","1,410",4.7,3,https://www.amazon.com/Mount-Rucksack-Hiking-Trekking-backpack/dp/B08D9N8FQY/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&smid=A1Y3ZYKOY32RKT&sprefix=ba%2Caps%2C283&sr=8-157
153,"Storite Stylish PU Leather Sling Cross Body Travel Office Sling Bag, One Side Shoulder Bag for Men Women (25.5cmx7cmx20cm, Dark Brown)",799,4.2,102,https://www.amazon.com/Storite-Sling-Bag-Shoulder-25-5cmx7cmx20cm/dp/B09P3RQPCG/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-158
154,Urban Wolf Business Casual 30L Dual Compartment Water Resistant Laptop Backpack,749,4.1,752,https://www.amazon.com/Business-Casual-Compartment-Resistant-Backpack/dp/B08N6HSJJ5/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-159
155,Asian Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women,236,3.9,36,https://www.amazon.com/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09V5PVDTC/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-160
156,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",999,4.2,451,https://www.amazon.com/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-161
157,ADISA Women Girls Flower Print Sling Bag Round Crossbody Purse,560,4.3,78,https://www.amazon.com/ADISA-Women-Flower-Crossbody-SL6007-GRN_Green/dp/B09TPM1BTX/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-162
158,"POLESTAR Epic 30 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment, suitable for both men & women, stylish & durable, 1 year warranty",567,3.3,46,https://www.amazon.com/POLESTAR-Backpack-compartment-suitable-warranty/dp/B09XTK33VB/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-163
159,Luvina Rechargeable Electric Hot Water Bag,299,3.2,42,https://www.amazon.com/Luvina-Rechargeable-Electric-Hot-Water/dp/B075FLFW8C/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1658673191&sprefix=ba%2Caps%2C283&sr=8-164
160,Bizanne Fashion Medium Size Fashion Backpack for Girls | Best Gifts for Girls | College Bag for Girls | Stylish Backpack for Women |Stylish Latest Ladies Backpack,409,3.1,305,https://www.amazon.com/Bizanne-Fashion-Backpack-College-Stylish/dp/B09FXYKW9C/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-163
161,"Genie Camellia 27 litres Pink School Backpack (17 inch, Water Resistant)",849,4.3,"1,522",https://www.amazon.com/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-164
162,TRUE HUMAN Emperor 2 in 1 Anti-Theft Backpack with USB Charging Port (Black),709,3.1,17,https://www.amazon.com/TRUE-HUMAN-Anti-Theft-Backpack-Charging/dp/B09ZQV368F/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-165
163,Baggit Women Satchel Handbag (BROWN),599,Null,Null,https://www.amazon.com/Baggit-Women-Satchel-Handbag-BROWN/dp/B09Z26YP7T/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-166
164,"FICRO College School Book Bag Laptop Computer, Travel Backpacks Laptop Bag for Women Men (Red)",399,3.4,14,https://www.amazon.com/FICRO-College-School-Computer-Backpacks/dp/B09C2PBJNX/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-167
165,"DAHSHA Stylish Nylon Small 6 Multi Pocket Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag for Men & Women (25 x 9 x 21 CM, Grey)",545,4.2,354,https://www.amazon.com/DAHSHA-Sling-Messenger-Bag-Grey/dp/B09CGDFNBV/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-168
166,Wooum 15.6 inch Water-Resistance Laptop Bag for Men and Women Casual Backpack Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack - Grey-Black,467,4.1,281,https://www.amazon.com/Water-Resistance-Laptop-Backpack-College-Business/dp/B08R7JVXTS/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-169
167,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"1,067",4.1,"3,380",https://www.amazon.com/gp/bestsellers/shoes/1983354031/ref=sr_bs_9_1983354031_1
168,Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit),"1,079",4.5,373,https://www.amazon.com/Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&smid=A2II2NOIORNN01&sprefix=ba%2Caps%2C283&sr=8-173
169,Glowic Unisex's College Office Dual Compartment Canvas Laptop Backpack for Men and Women (WBAG-55) (Blue),749,Null,Null,https://www.amazon.com/Glowic-Unisexs-Compartment-Backpack-WBAG-55/dp/B0B5N5TGK6/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-174
170,"Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Bag for Men Women (22.5cm x 9.5cm x 22.5 cm, Dark Grey)",599,3.9,619,https://www.amazon.com/Storite-Stylish-Sling-Bag-Grey/dp/B098L372Z7/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-175
171,Kuber Industries Disney Cars Print 14 inch Waterproof Polyster School Bag/Backpack for Kids (Red) - KUBMART09904,549,3.7,86,https://www.amazon.com/Kuber-Industries-Waterproof-Polyster-Backpack/dp/B08HXK2MQS/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-176
172,"The Deal Men's 15.6 Inch Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",399,3.5,380,https://www.amazon.com/Deal-Polyester-Backpack-Computer-Resistant/dp/B08RC39B71/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-177
173,Storite Women's Lightweight Foldable Rexine Travel Handbag Storage Carrying Bag (50 x 20x 38 cm) Off White,469,4.0,848,https://www.amazon.com/Storite-Lightweight-Travel-Bag-20x15-5x8-5/dp/B07GB9PKXB/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-178
174,Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Blue),"1,690",4.5,271,https://www.amazon.com/Wildcraft-Wolf_Blu-Casual-Backpack-11629-Wolf_Blu/dp/B079DFHYHP/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-179
175,"Safar Casual Bagpack, School Bag, Laptop Backpack for HP and Lenovo Laptops 9",480,4.6,3,https://www.amazon.com/Casual-Bagpack-School-Backpack-Laptops/dp/B089FJLM5H/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1658673193&sprefix=ba%2Caps%2C283&sr=8-180
176,"uppercase Medium 19L Laptop Backpack 1600EBP1 Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty","1,100",5.0,23,https://www.amazon.com/uppercase-Backpack-1600EBP1-repellent-sustainable/dp/B0B68ZS5G1/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-179
177,ASTRID Women's Round Sling Bag with Pompoms (Brown),459,4.3,123,https://www.amazon.com/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-180
178,Gear Vintage2 Anti Theft Faux Leather 28 Ltrs Brown Laptop Backpack (LBPVG2LTH0201),"1,066",4.4,"2,866",https://www.amazon.com/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-181
179,Raj Collection Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Pink Minnie) or Girlfriend/Birthday Gift/Boy/Girl,166,3.2,40,https://www.amazon.com/Collection-Backpack-Toddler-Girlfriend-Birthday/dp/B09CTD98LR/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-182
180,"Genie Gypsy 21 litres Red Laptop Backpack (17 inch, 2 Compartments, Water Resistant)","1,121",3.9,35,https://www.amazon.com/Genie-litres-Salmon-Laptop-Backpack/dp/B07SXRTZH9/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-183
181,Puma 24 Ltrs Black Laptop Backpack (7471401),789,4.1,176,https://www.amazon.com/Puma-Black-Laptop-Backpack-7471401/dp/B071WMG6HC/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-184
182,"Skybags Arthur 30 L Laptop Backpack (Grey), Free Size (PLBPARTHGRY)","1,150",4.0,446,https://www.amazon.com/Skybags-Arthur-Laptop-Backpack-Grey/dp/B07SRFGK6H/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-185
183,Generic PIKACHU Kids School Bag/ Yellow/ kids toddler plush animal cartoon mini travel bag backpack for baby girl boy 3-6 year,189,3.3,50,https://www.amazon.com/Generic-PIKACHU-toddler-cartoon-backpack/dp/B09Q9BQTCW/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-186
184,Grear Office Laptop Bag/School Bag/Multipurpose Bag for Men & Women,425,3.8,29,https://www.amazon.com/Grear-Office-Laptop-School-Multipurpose/dp/B093QBPJVH/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-189
185,TRAWOC 80L Travel Backpack Camping Hiking Rucksack Trekking Bag with Water Proof Rain Cover / Shoe Compartment- BHK001 Black,"2,011",4.4,"1,093",https://www.amazon.com/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B083DYV9ZW/ref=sr_1_190?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&smid=A2NO2EI687PB79&sprefix=ba%2Caps%2C283&sr=8-190
186,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","1,950",4.3,273,https://www.amazon.com/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_191?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-191
187,Casual Unisex Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Blue/Grey Waterproof Bag for School College Office Suitable for Men Women,679,Null,Null,https://www.amazon.com/Backpack-Charging-Bagpack-Waterproof-Suitable/dp/B0B6RX4QFQ/ref=sr_1_192?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-192
188,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,918,4.2,"4,558",https://www.amazon.com/gp/bestsellers/shoes/1983351031/ref=sr_bs_16_1983351031_1
189,"POLESTAR Ranker 32 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty",687,4.1,"6,729",https://www.amazon.com/POLESTAR-Ranker-Casual-Bagpack-Backpack/dp/B08421FNT3/ref=sr_1_194?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-194
190,"Storm Formal 17"" Laptop Backpack with USB Charging and Dust/Water Resistant bottom","1,099",3.6,27,https://www.amazon.com/Formal-Laptop-Backpack-Charging-Resistant/dp/B086X2885R/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&sprefix=ba%2Caps%2C283&sr=8-195
191,Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,799,4.2,"43,222",https://www.amazon.com/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1658673194&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-196
192,NEEDLE CRAFT 30 Liter Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag for Unisex (Black),619,3.9,115,https://www.amazon.com/NEEDLE-CRAFT-Waterproof-Backpack-Business/dp/B08YZBRDF5/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&sprefix=ba%2Caps%2C283&sr=8-195
193,SBSB Kids Nursary School Bag Soft PlushVelvet Backpacks Cartoon Baby Boy/Girl (2-5 Years) PADAY_BAG_9,178,3.4,162,https://www.amazon.com/Nursary-PlushVelvet-Backpacks-Cartoon-PADAY_BAG_9/dp/B0926623N8/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&sprefix=ba%2Caps%2C283&sr=8-196
194,"Genie Dottie Casual Backpacks for Women, 18 Ltrs, Water Resistant and Lightweight, Navy Blue, M",749,4.4,47,https://www.amazon.com/Dottie-Casual-Backpacks-Resistant-Lightweight/dp/B097JJPQ2K/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-197
195,"Storite PU Leather Expandable Laptop Bag fits Up to 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women – (40cm x 29cm x 6 cm, Black/Brown)",895,3.9,870,https://www.amazon.com/Storite-Leather-Laptop-Shoulder-Messenger/dp/B08BP4B949/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&sprefix=ba%2Caps%2C283&sr=8-198
196,Dein Kleider Nylon Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag for Men and Women (Black),335,3.6,"2,453",https://www.amazon.com/Kleider-Travel-Business-Messenger-Shoulder/dp/B08DFPNTZF/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=A2B3JTOLC77ES8&sprefix=ba%2Caps%2C283&sr=8-199
197,"pedix Nylon Backpack Rain & Dust Cover Waterproof with Cary Pouch Adjustable for Hiking Camping Traveling 30L to 60L Laptop Bags, School Bag Cover, Luggage Bag Cover, Black-1",218,5.0,2,https://www.amazon.com/Backpack-Waterproof-Adjustable-Camping-Traveling/dp/B0B6P62RK3/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&sprefix=ba%2Caps%2C283&sr=8-200
198,ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,726,3.8,409,https://www.amazon.com/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=AE2F1YGE1DB7K&sprefix=ba%2Caps%2C283&sr=8-201
199,ShopyVid ® Women's PU Leather Stylish and Trending Backpack for College Office Travel Purse (Black),357,3.7,"1,640",https://www.amazon.com/gp/bestsellers/shoes/1983347031/ref=sr_bs_9_1983347031_1
200,"Harissons Bags Delta 39 L Polyester Navy Blue 15.6"" inch Laptop Backpack | Office, Travel and Casual Laptop Bag","1,926",4.3,"1,218",https://www.amazon.com/Harissons-Backpack-Abrassion-Integrated-backstaps/dp/B07P6CNKHV/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=A1NLOOOLLPERAA&sprefix=ba%2Caps%2C283&sr=8-205
201,"Genie Miami Laptop Casual Backpacks for Women, 16 inches, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags . Latest Collection (Rose)",715,4.3,779,https://www.amazon.com/Genie-Miami-litres-Casual-Backpack/dp/B07SRGGGNC/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-206
202,Pramadda Pure Luxury Mini Faux Leather Mobile Sling Bag For Women | Stylish Side Shoulder Crossbody Bags For Girls Daily Use | Messenger Purse With Waist Bag 2 in 1 | Latest Trendy Handbags.,465,4.6,446,https://www.amazon.com/Pramadda-Pure-Luxury-Crossbody-Messenger/dp/B09RKKGQVR/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=A3NMIEVYR1VO0Z&sprefix=ba%2Caps%2C283&sr=8-207
203,Moritz Envelope Flap Over Sling Bag,675,4.4,5,https://www.amazon.com/Lavie-Moritz-Womens-Sling-Pink/dp/B07TFRJTVG/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-208
204,Casual Unisex Backpack with USB Charging Port 15.6 Inch Laptop Bagpack Blue/Grey Waterproof Bag for School College Office Suitable for Men Women,699,Null,Null,https://www.amazon.com/Backpack-Charging-Bagpack-Waterproof-Suitable/dp/B0B6QB8PS1/ref=sr_1_209?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&sprefix=ba%2Caps%2C283&sr=8-209
205,Storite Women's Lightweight Foldable Rexine Travel Handbag Storage Carrying Bag (50 x 20x 38 cm) Off White,469,4.0,848,https://www.amazon.com/Storite-Lightweight-Travel-Bag-20x15-5x8-5/dp/B07GB9PKXB/ref=sr_1_210?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-210
206,Tommy Hilfiger Glacier Plus Polyester Laptop Backpack Cum Gym Bag Navy (8903496164466),"2,799",5.0,1,https://www.amazon.com/Tommy-Hilfiger-Polyester-Backpack-8903496164466/dp/B09LML578R/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&sprefix=ba%2Caps%2C283&sr=8-211
207,"Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Bag for Men Women (22.5cm x 9.5cm x 22.5 cm, Dark Grey)",599,3.9,619,https://www.amazon.com/Storite-Stylish-Sling-Bag-Grey/dp/B098L372Z7/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1658673195&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-212
